gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
2268868589,e053ff53-c156-4e2e-b9b5-4462e9625424,urn:catalog:MO:Tropicos:100968260,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea richardii,,SPECIES,Coffea richardii J.-F.Leroy,Coffea richardii J.-F. Leroy,J.-F. Leroy,MG,"District Toamasina II, Commune Rurale Ambodiriana, Fokontany Sahasandana, Village le plus proche Ambodihasina, forêt d'Agnalabe.",Toamasina,PRESENT,5.0,90fd6680-349f-11d8-aa2d-b8a03c50a862,-17.956667,49.308889,,,121.0,,,,2017-03-28,28.0,3.0,2017.0,2895481,2895481.0,PRESERVED_SPECIMEN,K,Tropicos,100968260,110,Richard Randrianaivo,2017-01-01T00:00:00,CC_BY_4_0,Missouri Botanical Garden,Benjamina Ralaijaona;Anthony R. Syde;P. Antilahimena,,,2024-09-21T02:08:47.917Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
2268867894,e053ff53-c156-4e2e-b9b5-4462e9625424,urn:catalog:MO:Tropicos:100968771,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea richardii,,SPECIES,Coffea richardii J.-F.Leroy,Coffea richardii J.-F. Leroy,J.-F. Leroy,MG,"District Toamasina II, Commune Rurale Ambodiriana, Fokontany Sasandana, village le plus proche Ambodihasina, forêt de Vohitravao.",Toamasina,PRESENT,5.0,90fd6680-349f-11d8-aa2d-b8a03c50a862,-17.965278,49.3275,,,190.0,,,,2017-03-25,25.0,3.0,2017.0,2895481,2895481.0,PRESERVED_SPECIMEN,G,Tropicos,100968771,115,Richard Randrianaivo,2017-01-01T00:00:00,CC_BY_4_0,Missouri Botanical Garden,Harisandy M. Rasoanindriana;Giovanni A. Rakotonirina;Henrielson Rafilipoarijaona,,,2024-09-21T02:07:04.278Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
2268867610,e053ff53-c156-4e2e-b9b5-4462e9625424,urn:catalog:MO:Tropicos:100967960,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea richardii,,SPECIES,Coffea richardii J.-F.Leroy,Coffea richardii J.-F. Leroy,J.-F. Leroy,MG,"District Toamasina II, Commune Rurale Antetezambaro, Fokontany Ambonivato, Village d'Analambo, Forêt d'Analambo.",Toamasina,PRESENT,4.0,90fd6680-349f-11d8-aa2d-b8a03c50a862,-18.057222,49.340278,,,98.0,,,,2017-01-12,12.0,1.0,2017.0,2895481,2895481.0,PRESERVED_SPECIMEN,K,Tropicos,100967960,43,Richard Randrianaivo,2017-01-01T00:00:00,CC_BY_4_0,Missouri Botanical Garden,Benjamina Ralaijaona;Giovanni A. Rakotonirina;Anthony R. Syde;Harisandy M. Rasoanindriana;P. Antilahimena,,,2024-09-21T02:07:04.355Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
2268849620,e053ff53-c156-4e2e-b9b5-4462e9625424,urn:catalog:MO:Tropicos:100949586,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,,,GENUS,Coffea L.,Coffea L.,L.,MG,District Soalala. Commune rurale Andranomavo. Fokontany Namoroka. Forêt sèche caducifoliée et savane arborée.,Mahajanga,PRESENT,3.0,90fd6680-349f-11d8-aa2d-b8a03c50a862,-16.399167,45.297778,,,86.0,,,,2016-10-24,24.0,10.0,2016.0,2895315,,PRESERVED_SPECIMEN,P,Tropicos,100949586,7064,,,CC_BY_4_0,Missouri Botanical Garden,Charles Rakotovao;Catherine Reeb,,,2024-09-21T02:07:04.151Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
2268844533,e053ff53-c156-4e2e-b9b5-4462e9625424,urn:catalog:MO:Tropicos:100943927,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea liaudii,,SPECIES,Coffea liaudii J.-F.Leroy ex A.P.Davis,Coffea liaudii J.-F. Leroy ex A.P. Davis,J.-F. Leroy ex A.P. Davis,MG,"Moramanga, 5 Km W of Ampitambe village, road to Ambatovy. Fragmented forest, lateritic.",Toamasina,PRESENT,1.0,90fd6680-349f-11d8-aa2d-b8a03c50a862,-18.858333,48.271389,,,,,,,1999-12-10,10.0,12.0,1999.0,2895463,2895463.0,PRESERVED_SPECIMEN,K,Tropicos,100943927,116,A.P. Davis,2000-01-01T00:00:00,CC_BY_4_0,Missouri Botanical Garden,Franck Rakotonasolo,,,2024-09-21T02:07:03.726Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
2268844082,e053ff53-c156-4e2e-b9b5-4462e9625424,urn:catalog:MO:Tropicos:100943928,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea liaudii,,SPECIES,Coffea liaudii J.-F.Leroy ex A.P.Davis,Coffea liaudii J.-F. Leroy ex A.P. Davis,J.-F. Leroy ex A.P. Davis,MG,"Moramanga. on the left of Mangoro river, very degraded forest, lateritic soil.",Toamasina,PRESENT,1.0,90fd6680-349f-11d8-aa2d-b8a03c50a862,,,,,920.0,,,,2001-01-13,13.0,1.0,2001.0,2895463,2895463.0,PRESERVED_SPECIMEN,P,Tropicos,100943928,284,A.P. Davis,2009-01-01T00:00:00,CC_BY_4_0,Missouri Botanical Garden,Franck Rakotonasolo,,,2024-09-21T02:07:04.047Z,,TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
2252464750,b5cdf794-8fa4-4a85-8b26-755d087bf531,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00950379,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,,,GENUS,Coffea L.,Coffea sp.,,MG,,Region d'Alaotra-Mangoro,PRESENT,,2cd829bb-b713-433d-99cf-64bef11e5b3e,-18.79194,48.34306,,,1107.0,,,,2006-11-28,28.0,11.0,2006.0,2895315,,PRESERVED_SPECIMEN,MNHN,P,P00950379,,Rakotonasolo,,CC_BY_4_0,,"Andriantiana, J.",,,2024-09-18T17:37:55.120Z,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2251619274,3e360f32-57df-4186-a9da-f62620505a14,CORD-23cc2dab-7c7b-4366-aa38-01ad08d82698-AR,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea pervilleana,,SPECIES,Coffea brachyphylla Radlk.,Coffea brachyphylla Radlk.,,MG,Africa: Madagascar: Nossi-bé: Loko-bé.,,PRESENT,,7a6bdf66-ef5c-4a81-b731-2e328f4881eb,,,,,,,,,1879-09,,9.0,1879.0,2895510,2895507.0,PRESERVED_SPECIMEN,CORD,,CORD 00004460,3172,"Ariza Espinar, L.",2010-01-01T00:00:00,CC_BY_4_0,,"Hildebrandt, J. M.",ISOTYPE,,2024-09-16T09:27:03.252Z,,RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2243197625,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000020211615,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,,,GENUS,Coffea L.,Coffea sp.,,MG,"Vohimana Ambavaniasy, Province: Toamasina",,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-18.925277,48.519166,,,,,,,2007-01-24,24.0,1.0,2007.0,2895315,,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000020211615,43,,,CC_BY_4_0,Meise Botanic Garden,Ravaomanalina B.H.,,,2024-06-18T09:36:27.319Z,InteractiveResource;StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2243197404,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000020211691,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,,,GENUS,Coffea L.,Coffea sp.,,MG,Prov. Toamasina: 3-4 km W of Maroantsetra along Route Nationale 5,,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-15.466667,49.7,,,,,,,1987-12-01,1.0,12.0,1987.0,2895315,,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000020211691,1813,,,CC_BY_4_0,Meise Botanic Garden,Schatz G.E. & Villiers J.F.,,,2024-06-18T09:36:28.208Z,InteractiveResource;StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2243197316,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000020211660,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,,,GENUS,Coffea L.,Coffea sp.,,MG,"Toamasina: Antsinanana Region, District: Vatomandry, Commune: Ambalabe, Fokotany: Ambinanindrano II, Top of the hill above Ambtoaragnana stream; S of For a Toby",,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-19.163055,48.581388,,,,,,,2009-10-07,7.0,10.0,2009.0,2895315,,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000020211660,1200,,,CC_BY_4_0,Meise Botanic Garden,Randrianasolo A.,,,2024-06-18T09:36:28.312Z,InteractiveResource;StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2243197219,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000020210991,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea mogenetii,,SPECIES,Coffea mogenetii Dubard,Coffea mogenetii Dubard,,MG,"Antsiranana: Diana Region, Southwest of Antsiranana, Joffreville, Parc National de Montagne d'Ambre",,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-12.533333,49.183333,,,,,,,1992-11-16,16.0,11.0,1992.0,2895522,2895522.0,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000020210991,1739,,,CC_BY_4_0,Meise Botanic Garden,Malcomber S.T.,,,2024-06-18T09:36:32.060Z,StillImage;InteractiveResource,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2243196851,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000020211592,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,,,GENUS,Coffea L.,Coffea sp.,,MG,"Toamasina, Fivondronana: Maroantsetra, Commune: Antsirabesahatany, Fokontany: Anjiahely, Tsaramainandro forest",,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-15.400277,49.453888,,,,,,,2002-12-22,22.0,12.0,2002.0,2895315,,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000020211592,1557,,,CC_BY_4_0,Meise Botanic Garden,Antilahimena P.,,,2024-06-18T09:36:28.207Z,StillImage;InteractiveResource,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2243196773,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000020211004,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea mogenetii,,SPECIES,Coffea mogenetii Dubard,Coffea mogenetii Dubard,,MG,"Antsiranana: Diana Region, Southwest of Antsiranana, Joffreville, Parc National de Montagne d'Ambre",,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-12.533333,49.183333,,,,,,,1992-11-16,16.0,11.0,1992.0,2895522,2895522.0,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000020211004,1739,,,CC_BY_4_0,Meise Botanic Garden,Malcomber S.T.,,,2024-06-18T09:36:33.224Z,InteractiveResource;StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2243196604,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000020211134,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea resinosa,,SPECIES,Coffea resinosa (Hook.f.) Radlk.,Coffea resinosa (Hook.f.) Radlk.,,MG,Toamasina: Alaotra-Mangoro Region,,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-18.791944,48.343055,,,,,,,2006-11-28,28.0,11.0,2006.0,2895322,2895322.0,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000020211134,420,,,CC_BY_4_0,Meise Botanic Garden,Andriatiana J.L.,,,2024-06-18T09:36:32.061Z,InteractiveResource;StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2243196438,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000020211653,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,,,GENUS,Coffea L.,Coffea sp.,,MG,"Antsiranana, Reserve Special de Manongarivo, Massif d'Antsatrotro, 1er camp, Piste longument la rivière en remontant, la rivierl9e près du campement",,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-14.082499,48.374722,,,,,,,1994-08-15,15.0,8.0,1994.0,2895315,,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000020211653,238,,,CC_BY_4_0,Meise Botanic Garden,Rakotomalaza P.J.,,,2024-06-18T09:36:33.228Z,StillImage;InteractiveResource,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2243196380,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000020211608,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,,,GENUS,Coffea L.,Coffea sp.,,MG,"Mahajanga: Melaky Region, Belitsaka, Limestone (Tsingy)",,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-18.000555,44.274166,,,,,,,2009-10-28,28.0,10.0,2009.0,2895315,,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000020211608,1469,,,CC_BY_4_0,Meise Botanic Garden,Rakotonasolo F.,,,2024-06-18T09:36:28.207Z,StillImage;InteractiveResource,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2243196376,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000020210977,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea millotii,,SPECIES,Coffea millotii J.-F.Leroy,Coffea millotii J.-F.Leroy,,MG,"Toamasina: Alaotra-Mangoro Region, Ampangadiantrandraka, Fokontany Ampitambe, Ambatovy, Commune rurale Ambohibary, district Moramanga",,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-18.866111,48.292499,,,,,,,2005-01-17,17.0,1.0,2005.0,2895384,2895384.0,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000020210977,70,,,CC_BY_4_0,Meise Botanic Garden,Razanatsoa,,,2024-06-18T09:36:27.317Z,StillImage;InteractiveResource,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2243177459,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000019452814,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea liaudii,,SPECIES,Coffea liaudii J.-F.Leroy ex A.P.Davis,Coffea liaudii J.-F.Leroy ex A.P.Davis,,MG,"Toamasina: Alaotra-Mangoro Region, Moramanga, Commune Ambohibary, Fokontany Ampitambe, Sahaevo forest",,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-18.845833,48.283888,,,,,,,2006-11-28,28.0,11.0,2006.0,2895463,2895463.0,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000019452814,5052,,,CC_BY_4_0,Meise Botanic Garden,Antilahimena P.,,,2024-06-18T09:36:29.373Z,InteractiveResource;StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2243176729,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000019452807,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea liaudii,,SPECIES,Coffea liaudii J.-F.Leroy ex A.P.Davis,Coffea liaudii J.-F.Leroy ex A.P.Davis,,MG,"Toamasina, Moramanga, Andasibe, Menalamba, Ampitambe, Ambatovy forest, Dynatec Camp",,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-18.860555,48.271944,,,,,,,2005-12-15,15.0,12.0,2005.0,2895463,2895463.0,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000019452807,4404,,,CC_BY_4_0,Meise Botanic Garden,Antilahimena P.,,,2024-06-18T09:36:25.014Z,StillImage;InteractiveResource,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2243176206,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000019452098,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea dubardii,,SPECIES,Coffea dubardii Jum.,Coffea dubardii Jumelle,,MG,"Mahajanga: Melaky Region, Besalampy, Marovoay Sud, Angodoka, Anosibe, forêt d'Ambakoa",,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-16.958611,44.749166,,,,,,,2007-07-11,11.0,7.0,2007.0,2895571,2895571.0,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000019452098,1238,,,CC_BY_4_0,Meise Botanic Garden,Tefy Andriamihajarivo et al.,,,2024-06-18T09:36:25.013Z,StillImage;InteractiveResource,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2243165559,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000017997959,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea buxifolia,,SPECIES,Coffea buxifolia A.Chev.,Coffea buxifolia A.Chev.,,MG,"Fianarantsoa: Amoron'i Mania Region, Itremo Massif, on Route Nationale 35, 50 km W of Ambatofinandrahana",,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-20.618055,46.563888,,,,,,,1992-03-13,13.0,3.0,1992.0,2895482,2895482.0,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000017997959,3870,,,CC_BY_4_0,Meise Botanic Garden,"Phillipson P.B., Clement R.A. & Rafamantanantsoa G.R.",,,2024-06-18T09:36:21.322Z,InteractiveResource;StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2243165557,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000017997942,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea buxifolia,,SPECIES,Coffea buxifolia A.Chev.,Coffea buxifolia A.Chev.,,MG,"Antananarivo, Ambatolampy, Sahatorendrika, 15 km of Tsinjoarivo commune, on the road to Mahatsinjo forest",,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-19.661388,47.731666,,,,,,,2009-12-19,19.0,12.0,2009.0,2895482,2895482.0,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000017997942,67,,,CC_BY_4_0,Meise Botanic Garden,Rajaovelona L.,,,2024-06-18T09:36:21.550Z,StillImage;InteractiveResource,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2243165506,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000017997911,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea boiviniana,,SPECIES,Coffea boiviniana (Baill.) Drake,Coffea boiviniana (Baill.) Drake,,MG,"B16 à 11 km de Vilanandro, Vallée Mangatriaka Andranomavo-Soalala, Rès. Nat. de Madagascar",,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,,,,,,,,,1957-10-21,21.0,10.0,1957.0,2895327,2895327.0,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000017997911,88RN,,,CC_BY_4_0,Meise Botanic Garden,Randriamiera H.,,,2024-06-18T09:36:22.578Z,StillImage;InteractiveResource,CONTINENT_DERIVED_FROM_COUNTRY
2243159250,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000015231130V,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea bissetiae,,SPECIES,Coffea bissetiae A.P.Davis & Rakotonas.,Coffea bissetiae A.P.Davis & Rakotonas.,,MG,"Mahajanga: Boeny Region, Ambato-Boeny, Ankirihitra, Bemarivo, forêt Amboka, 9 Km au Nord du village Bemarivo",,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-16.710555,46.406944,,,,,,,2005-10-16,16.0,10.0,2005.0,3848929,3848929.0,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000015231130V,282,,,CC_BY_4_0,Meise Botanic Garden,Randrianarivelo C.S.,,,2024-06-18T09:34:38.662Z,StillImage;InteractiveResource,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2243159229,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000015217523V,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea pervilleana,,SPECIES,Coffea pervilleana (Baill.) Drake,Coffea pervilleana (Baill.) Drake,,MG,"Province de Majunga/Mahajanga; région Melaky Beanka, sud de la Kimanambolo",,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-18.117777,44.561388,,,,,,,2012-12-01,1.0,12.0,2012.0,2895507,2895507.0,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000015217523V,5907,,,CC_BY_4_0,Meise Botanic Garden,Gautier L.,,,2024-06-18T09:34:37.906Z,StillImage;InteractiveResource,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2243159192,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000015217424V,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea perrieri,,SPECIES,Coffea perrieri Drake ex Jum. & H.Perrier,Coffea perrieri Drake ex Jum. & H.Perrier,,MG,"Province de Majunga/Mahajanga; région Melaky Beanka, sud de la Kimanambolo, Forêt ripicole de la Namela, sur sol sableux",,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-18.111388,44.561944,,,,,,,2012-11-27,27.0,11.0,2012.0,2895320,2895320.0,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000015217424V,LG5850,,,CC_BY_4_0,Meise Botanic Garden,Gautier L.,,,2024-06-18T09:34:37.905Z,StillImage;InteractiveResource,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2243159184,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000015217417V,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea moratii,,SPECIES,Coffea moratii J.-F.Leroy ex A.P.Davis & Rakotonas.,Coffea moratii J.-F.Leroy ex A.P.Davis & Rakotonas.,,MG,"Province de Majunga/Mahajanga; région Melaky, Beanka, sud de la Kimanambolo",,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-18.121944,44.559166,,,,,,,2012-11-30,30.0,11.0,2012.0,2895321,2895321.0,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000015217417V,LG5894,,,CC_BY_4_0,Meise Botanic Garden,Gautier L.,,,2024-06-18T09:34:56.688Z,InteractiveResource;StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2243154351,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000013015923,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea mogenetii,,SPECIES,Coffea mogenetii Dubard,Coffea mogenetii Dubard,,MG,"Antsiranana Diego Suarez montagne d'Ambre, jardin botanique.",,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-12.526944,49.172222,,,,,,,2007-11-01,1.0,11.0,2007.0,2895522,2895522.0,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000013015923,2258,,,CC_BY_4_0,Meise Botanic Garden,Cheek M.R.,,,2024-06-18T09:36:04.142Z,StillImage;InteractiveResource,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
2243153653,b740eaa0-0679-41dc-acb7-990d562dfa37,http://www.botanicalcollections.be/specimen/BR0000009750234,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea bissetiae,,SPECIES,Coffea bissetiae A.P.Davis & Rakotonas.,Coffea bissetiae A.P.Davis & Rakotonas.,,MG,Province Mahajanaga. Antangena,,PRESENT,,a344ee9f-f1b7-4761-be2c-58ee6d741395,-15.466667,47.15,,,,,,,1987-10-25,25.0,10.0,1987.0,3848929,3848929.0,PRESERVED_SPECIMEN,MeiseBG,BR,BR0000009750234,M13,,,CC_BY_4_0,Meise Botanic Garden,Bisset E.,,,2024-06-18T09:35:27.818Z,InteractiveResource;StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
