clim_68_pet_annual,clim_21_tmax9_sep,clim_55_prec_coldest_q,clim_49_prec_wettest_m,clim_48_Annual_prec,clim_60_pet5_may,clim_43_tannual_range,clim_34_prec10_oct,clim_35_prec11_nov,clim_39_isotherm,clim_40_temp_season,clim_51_prec_season,clim_69_cwd_annual,clim_70_ndm_per_year,env_71_alt,env_72_slo,env_73_asp,env_74_solrad,env_79_forcov,env_75_geo_1_1,env_75_geo_10,env_75_geo_9,env_75_geo_7,env_75_geo_6,env_75_geo_5,env_75_geo_11,env_75_geo_2,env_75_geo_0,env_76_soi_5,env_76_soi_9,env_76_soi_7,env_76_soi_23,env_76_soi_18,env_76_soi_20,env_76_soi_11,env_76_soi_19,env_76_soi_10,env_76_soi_3,env_76_soi_15,env_76_soi_12,env_76_soi_22,env_76_soi_21,env_76_soi_6,env_76_soi_16,env_76_soi_17,env_76_soi_8,env_76_soi_4,env_76_soi_13,env_76_soi_0,env_77_veg_1,env_77_veg_2,env_77_veg_3,env_77_veg_4,env_77_veg_5,env_77_veg_6,env_77_veg_7,env_77_veg_9,env_77_veg_11,env_77_veg_12,env_77_veg_13,env_77_veg_14,env_77_veg_15,env_77_veg_16,env_77_veg_22,env_77_veg_23,env_77_veg_25,env_77_veg_0,env_78_wat_9,env_78_wat_1,env_78_wat_10,env_78_wat_12,env_78_wat_11,env_78_wat_8,env_78_wat_2,env_78_wat_4,env_78_wat_5,env_78_wat_20,env_78_wat_3,env_78_wat_14,env_78_wat_13,env_78_wat_22,env_78_wat_17,env_78_wat_1.1,env_78_wat_18,env_78_wat_15,env_78_wat_19,env_78_wat_24,env_78_wat_0,caffeine_class,caffeine_percent
1145.0,257.0,302.0,392.0,2224.0,77.0,156.0,172.0,218.0,60.0,2493.0,68.0,27.0,1.0,78.0,6.0,11.0,7706.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
834.0,228.0,29.0,300.0,1342.0,57.0,170.0,152.0,268.0,65.0,2451.0,103.0,236.0,7.0,1252.0,1.0,289.0,7911.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
822.0,215.0,102.0,327.0,1570.0,60.0,171.0,149.0,288.0,64.0,2667.0,91.0,101.0,7.0,1174.0,8.0,338.0,7929.0,33.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
919.0,237.0,129.0,360.0,1763.0,69.0,176.0,151.0,312.0,65.0,2666.0,88.0,88.0,4.0,875.0,1.0,148.0,7785.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
848.0,216.0,200.0,326.0,1780.0,59.0,169.0,139.0,293.0,64.0,2704.0,75.0,26.0,2.0,1025.0,3.0,189.0,7711.0,62.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
853.0,217.0,206.0,328.0,1801.0,60.0,169.0,140.0,294.0,64.0,2692.0,75.0,25.0,1.0,1011.0,4.0,139.0,7753.0,27.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
863.0,219.0,211.0,329.0,1803.0,61.0,169.0,137.0,290.0,64.0,2707.0,74.0,27.0,1.0,971.0,2.0,202.0,7838.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
858.0,220.0,182.0,314.0,1649.0,61.0,171.0,131.0,268.0,64.0,2713.0,77.0,43.0,3.0,955.0,6.0,240.0,7515.0,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1263.0,298.0,109.0,130.0,777.0,76.0,214.0,71.0,119.0,66.0,2947.0,62.0,486.0,12.0,91.0,2.0,115.0,7232.0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1222.0,284.0,164.0,135.0,890.0,80.0,193.0,71.0,113.0,64.0,2779.0,48.0,348.0,10.0,114.0,4.0,353.0,7301.0,84.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1203.0,281.0,164.0,136.0,896.0,79.0,191.0,72.0,114.0,64.0,2784.0,48.0,324.0,10.0,126.0,3.0,316.0,7346.0,79.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1208.0,279.0,182.0,143.0,959.0,80.0,185.0,75.0,117.0,64.0,2738.0,47.0,276.0,10.0,72.0,9.0,189.0,6765.0,20.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1241.0,278.0,189.0,134.0,927.0,84.0,180.0,70.0,108.0,63.0,2702.0,43.0,341.0,10.0,110.0,15.0,119.0,6517.0,88.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1245.0,279.0,194.0,143.0,981.0,83.0,181.0,73.0,115.0,63.0,2690.0,45.0,295.0,10.0,51.0,7.0,9.0,7562.0,29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1245.0,279.0,194.0,143.0,981.0,83.0,181.0,73.0,115.0,63.0,2690.0,45.0,295.0,10.0,51.0,7.0,9.0,7562.0,29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1199.0,268.0,230.0,154.0,1093.0,82.0,167.0,79.0,121.0,62.0,2576.0,40.0,183.0,7.0,32.0,5.0,284.0,7298.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1145.0,257.0,302.0,392.0,2224.0,77.0,156.0,172.0,218.0,60.0,2493.0,68.0,27.0,1.0,78.0,6.0,11.0,7706.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1559.0,324.0,9.0,389.0,1319.0,112.0,174.0,82.0,190.0,68.0,1586.0,128.0,751.0,8.0,98.0,4.0,52.0,7811.0,49.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1446.0,318.0,9.0,377.0,1343.0,105.0,174.0,90.0,198.0,68.0,1586.0,124.0,668.0,8.0,199.0,5.0,141.0,7620.0,71.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1446.0,318.0,9.0,377.0,1343.0,105.0,174.0,90.0,198.0,68.0,1586.0,124.0,668.0,8.0,199.0,5.0,141.0,7620.0,71.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1666.0,328.0,6.0,486.0,1542.0,132.0,168.0,120.0,225.0,67.0,1424.0,128.0,809.0,8.0,49.0,5.0,227.0,7632.0,62.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1711.0,330.0,6.0,485.0,1546.0,134.0,165.0,122.0,226.0,68.0,1378.0,128.0,834.0,8.0,7.0,2.0,135.0,7768.0,72.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1104.0,253.0,309.0,396.0,2276.0,75.0,157.0,172.0,232.0,60.0,2510.0,68.0,26.0,1.0,201.0,15.0,48.0,7777.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1104.0,253.0,309.0,396.0,2276.0,75.0,157.0,172.0,232.0,60.0,2510.0,68.0,26.0,1.0,201.0,15.0,48.0,7777.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1131.0,255.0,305.0,393.0,2241.0,76.0,157.0,173.0,222.0,60.0,2512.0,68.0,27.0,1.0,92.0,13.0,173.0,6717.0,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1622.0,310.0,54.0,426.0,1657.0,132.0,138.0,89.0,255.0,69.0,1217.0,112.0,684.0,8.0,50.0,1.0,204.0,7830.0,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
1554.0,304.0,55.0,411.0,1597.0,128.0,136.0,83.0,246.0,70.0,1249.0,112.0,649.0,8.0,78.0,6.0,193.0,7763.0,17.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1511.0,305.0,52.0,418.0,1641.0,123.0,139.0,89.0,257.0,70.0,1240.0,112.0,618.0,8.0,127.0,7.0,161.0,7603.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
1241.0,277.0,56.0,352.0,1364.0,102.0,126.0,61.0,210.0,71.0,1318.0,110.0,487.0,8.0,378.0,4.0,352.0,8040.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1515.0,304.0,54.0,412.0,1614.0,124.0,138.0,85.0,252.0,70.0,1246.0,111.0,623.0,8.0,165.0,28.0,358.0,7892.0,12.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
1494.0,303.0,54.0,408.0,1604.0,122.0,139.0,85.0,251.0,70.0,1246.0,111.0,611.0,8.0,142.0,4.0,142.0,7785.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
1488.0,301.0,55.0,401.0,1570.0,122.0,135.0,81.0,245.0,71.0,1242.0,111.0,612.0,8.0,142.0,2.0,206.0,7872.0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1488.0,301.0,55.0,401.0,1570.0,122.0,135.0,81.0,245.0,71.0,1242.0,111.0,612.0,8.0,142.0,2.0,206.0,7872.0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1488.0,301.0,55.0,401.0,1570.0,122.0,135.0,81.0,245.0,71.0,1242.0,111.0,612.0,8.0,142.0,2.0,206.0,7872.0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1527.0,305.0,54.0,413.0,1621.0,125.0,140.0,86.0,253.0,69.0,1247.0,111.0,628.0,8.0,117.0,2.0,297.0,7900.0,56.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
1527.0,305.0,54.0,413.0,1621.0,125.0,140.0,86.0,253.0,69.0,1247.0,111.0,628.0,8.0,117.0,2.0,297.0,7900.0,56.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
1527.0,305.0,54.0,413.0,1621.0,125.0,140.0,86.0,253.0,69.0,1247.0,111.0,628.0,8.0,117.0,2.0,297.0,7900.0,56.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
1526.0,305.0,54.0,411.0,1613.0,125.0,140.0,85.0,252.0,69.0,1250.0,111.0,629.0,8.0,140.0,8.0,353.0,7927.0,21.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
